feature,estimateparameter,estimate,activity,subjectid,mean(value)
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,6,-0.336817322270833
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,7,-0.347107758021277
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,8,-0.0135136269
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,9,-0.359513362761905
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,10,-0.318188417289474
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,11,-0.579710482173913
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,12,-0.498655793478261
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,13,-0.31704660987234
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,14,-0.133634060621778
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,15,-0.404005582309524
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,16,-0.303381582831915
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,17,-0.536331570652174
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,18,-0.651246664909091
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,19,-0.0200111148717949
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,20,-0.381503405466667
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,21,-0.246061882112444
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,22,-0.477806646111111
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,23,0.0310157077775926
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,24,-0.290239376563636
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,25,-0.711494695517241
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,26,-0.3793359516
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,27,-0.409310918409091
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,28,-0.427053261304348
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,29,-0.478764185
tBodyAccJerk,Z,std(),WALKING_DOWNSTAIRS,30,-0.467070153387097
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,1,-0.706593530943396
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,2,-0.5737463525
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,3,-0.708551711864407
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,4,-0.726495311923077
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,5,-0.63836903212766
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,6,-0.560830688235294
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,7,-0.60780843627451
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,8,-0.447518179097561
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,9,-0.647296002040816
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,10,-0.607520480212766
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,11,-0.785359167222222
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,12,-0.719336352692308
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,13,-0.660921263636364
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,14,-0.327868814314815
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,15,-0.748809454166667
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,16,-0.593411129607843
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,17,-0.657430836041667
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,18,-0.760829911206897
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,19,-0.4442822275
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,20,-0.513641207058824
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,21,-0.562052350212766
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,22,-0.471703304761905
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,23,-0.408094020392157
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,24,-0.523807264237288
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,25,-0.812458372307692
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,26,-0.677995585454545
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,27,-0.633722935098039
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,28,-0.637488941176471
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,29,-0.678763766530612
tBodyAccJerk,Z,std(),WALKING_UPSTAIRS,30,-0.761942025384616
tBodyGyro,X,mean(),LAYING,1,-0.016553093978
tBodyGyro,X,mean(),LAYING,2,-0.01847660675
tBodyGyro,X,mean(),LAYING,3,-0.0208170540330645
tBodyGyro,X,mean(),LAYING,4,-0.00923156347222222
tBodyGyro,X,mean(),LAYING,5,-0.0218935013501923
tBodyGyro,X,mean(),LAYING,6,-0.0079605026754386
tBodyGyro,X,mean(),LAYING,7,-0.00282641913096154
tBodyGyro,X,mean(),LAYING,8,0.00535361206851852
tBodyGyro,X,mean(),LAYING,9,-0.013632036148
tBodyGyro,X,mean(),LAYING,10,-0.019555937162069
tBodyGyro,X,mean(),LAYING,11,-0.0191743840136842
tBodyGyro,X,mean(),LAYING,12,-0.0146546807316667
tBodyGyro,X,mean(),LAYING,13,-0.00973609968045161
tBodyGyro,X,mean(),LAYING,14,0.00505221181607843
tBodyGyro,X,mean(),LAYING,15,-0.0168300887791667
tBodyGyro,X,mean(),LAYING,16,-0.0161545406857143
tBodyGyro,X,mean(),LAYING,17,-0.0234756467113239
tBodyGyro,X,mean(),LAYING,18,-0.02517618068
tBodyGyro,X,mean(),LAYING,19,-0.0312072730559566
tBodyGyro,X,mean(),LAYING,20,-0.0231760616308824
tBodyGyro,X,mean(),LAYING,21,-0.0305126188777778
tBodyGyro,X,mean(),LAYING,22,-0.0208311371125
tBodyGyro,X,mean(),LAYING,23,-0.0113399724663889
tBodyGyro,X,mean(),LAYING,24,-0.0143679929444444
tBodyGyro,X,mean(),LAYING,25,0.00372723459589041
tBodyGyro,X,mean(),LAYING,26,-0.0170656239526316
tBodyGyro,X,mean(),LAYING,27,-0.0195427328781081
tBodyGyro,X,mean(),LAYING,28,-0.017367705735
tBodyGyro,X,mean(),LAYING,29,-0.0258281004782609
tBodyGyro,X,mean(),LAYING,30,-0.0267812218571429
tBodyGyro,X,mean(),SITTING,1,-0.045350056512766
tBodyGyro,X,mean(),SITTING,2,-0.0454706620434783
tBodyGyro,X,mean(),SITTING,3,-0.0385365204807692
tBodyGyro,X,mean(),SITTING,4,-0.04944351156
tBodyGyro,X,mean(),SITTING,5,-0.0422355209795455
tBodyGyro,X,mean(),SITTING,6,-0.0372442282830909
tBodyGyro,X,mean(),SITTING,7,-0.04963797197125
tBodyGyro,X,mean(),SITTING,8,-0.0547396987173913
tBodyGyro,X,mean(),SITTING,9,-0.042328876778
tBodyGyro,X,mean(),SITTING,10,-0.0432432176851852
tBodyGyro,X,mean(),SITTING,11,-0.0399984915849057
tBodyGyro,X,mean(),SITTING,12,-0.0424159182941176
tBodyGyro,X,mean(),SITTING,13,-0.0355124856836735
tBodyGyro,X,mean(),SITTING,14,-0.0440403326851852
tBodyGyro,X,mean(),SITTING,15,-0.0377111130338983
tBodyGyro,X,mean(),SITTING,16,-0.0412014042275362
tBodyGyro,X,mean(),SITTING,17,-0.042549159015625
tBodyGyro,X,mean(),SITTING,18,-0.0333057034385965
tBodyGyro,X,mean(),SITTING,19,-0.0214151280054795
tBodyGyro,X,mean(),SITTING,20,-0.036405928969697
tBodyGyro,X,mean(),SITTING,21,-0.0198712820612471
tBodyGyro,X,mean(),SITTING,22,-0.0360430675032258
tBodyGyro,X,mean(),SITTING,23,-0.0472583464367647
tBodyGyro,X,mean(),SITTING,24,-0.0356229619955882
tBodyGyro,X,mean(),SITTING,25,-0.0352052091230769
tBodyGyro,X,mean(),SITTING,26,-0.0370217449628205
tBodyGyro,X,mean(),SITTING,27,-0.0371830822285714
tBodyGyro,X,mean(),SITTING,28,-0.0339018030166667
tBodyGyro,X,mean(),SITTING,29,-0.0379271112333333
tBodyGyro,X,mean(),SITTING,30,-0.0358426482048387
tBodyGyro,X,mean(),STANDING,1,-0.0239877347979245
tBodyGyro,X,mean(),STANDING,2,-0.0238623875712963
tBodyGyro,X,mean(),STANDING,3,-0.0246626070770492
tBodyGyro,X,mean(),STANDING,4,-0.0306449342357143
tBodyGyro,X,mean(),STANDING,5,-0.0322711902673214
tBodyGyro,X,mean(),STANDING,6,-0.028251913022807
tBodyGyro,X,mean(),STANDING,7,-0.0291582212545283
tBodyGyro,X,mean(),STANDING,8,-0.0219671978203704
tBodyGyro,X,mean(),STANDING,9,-0.029183136346
tBodyGyro,X,mean(),STANDING,10,-0.0281854325604545
tBodyGyro,X,mean(),STANDING,11,-0.0293141521489362
tBodyGyro,X,mean(),STANDING,12,-0.030003042742623
tBodyGyro,X,mean(),STANDING,13,-0.0295492164431579
tBodyGyro,X,mean(),STANDING,14,-0.0220886526891667
tBodyGyro,X,mean(),STANDING,15,-0.0262433562254717
tBodyGyro,X,mean(),STANDING,16,-0.0299337294166667
tBodyGyro,X,mean(),STANDING,17,-0.0269576937130769
tBodyGyro,X,mean(),STANDING,18,-0.0265873248835616
tBodyGyro,X,mean(),STANDING,19,-0.025090574020274
tBodyGyro,X,mean(),STANDING,20,-0.0241335049573973
tBodyGyro,X,mean(),STANDING,21,-0.0191731896359551
tBodyGyro,X,mean(),STANDING,22,-0.0275201762126984
tBodyGyro,X,mean(),STANDING,23,-0.0327397745133824
tBodyGyro,X,mean(),STANDING,24,-0.0278611511434783
tBodyGyro,X,mean(),STANDING,25,-0.0247946750959459
tBodyGyro,X,mean(),STANDING,26,-0.024534583795946
tBodyGyro,X,mean(),STANDING,27,-0.026731653905
tBodyGyro,X,mean(),STANDING,28,-0.0253281543540506
tBodyGyro,X,mean(),STANDING,29,-0.0276075573307692
tBodyGyro,X,mean(),STANDING,30,-0.0276138535389831
tBodyGyro,X,mean(),WALKING,1,-0.041830963526
tBodyGyro,X,mean(),WALKING,2,-0.0530258157347458
tBodyGyro,X,mean(),WALKING,3,-0.0256405192517241
tBodyGyro,X,mean(),WALKING,4,-0.0317982557795
tBodyGyro,X,mean(),WALKING,5,-0.0488919896632143
tBodyGyro,X,mean(),WALKING,6,-0.025509618645614
tBodyGyro,X,mean(),WALKING,7,0.00228835208526316
tBodyGyro,X,mean(),WALKING,8,0.0235088228254167
tBodyGyro,X,mean(),WALKING,9,-0.0808360598653846
tBodyGyro,X,mean(),WALKING,10,0.0106894976215094
tBodyGyro,X,mean(),WALKING,11,-0.0426928995457627
tBodyGyro,X,mean(),WALKING,12,-0.1045136708758
tBodyGyro,X,mean(),WALKING,13,-0.0174207634701754
tBodyGyro,X,mean(),WALKING,14,-0.00347655062271186
tBodyGyro,X,mean(),WALKING,15,-0.0554883847662963
tBodyGyro,X,mean(),WALKING,16,-0.0151721912792157
tBodyGyro,X,mean(),WALKING,17,-0.00922265519180328
tBodyGyro,X,mean(),WALKING,18,-0.0399399716026786
tBodyGyro,X,mean(),WALKING,19,-0.0274970979894231
tBodyGyro,X,mean(),WALKING,20,-0.0234104225980392
tBodyGyro,X,mean(),WALKING,21,-0.0459323393842308
tBodyGyro,X,mean(),WALKING,22,0.0007771571
tBodyGyro,X,mean(),WALKING,23,-0.0631156870355932
tBodyGyro,X,mean(),WALKING,24,-0.0545126870724138
tBodyGyro,X,mean(),WALKING,25,-0.0156305378067568
tBodyGyro,X,mean(),WALKING,26,-0.00334085938813559
tBodyGyro,X,mean(),WALKING,27,-0.08558835714
tBodyGyro,X,mean(),WALKING,28,-0.105896207861111
tBodyGyro,X,mean(),WALKING,29,-0.00795668167188679
tBodyGyro,X,mean(),WALKING,30,-0.0459505355861539
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,1,-0.0350781902989796
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,2,-0.11594735287234
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,3,-0.13157327645102
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,4,-0.102838822533333
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,5,-0.068294569906383
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,6,-0.0960837437708333
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,7,-0.105409612961702
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,8,-0.121189625973684
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,9,-0.0916383011071428
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,10,-0.124839594289474
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,11,-0.12506869905
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,12,-0.112531564434783
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,13,-0.122672201757447
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,14,-0.0147079653333333
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,15,-0.136618653071429
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,16,-0.0225373369978723
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,17,0.0677728390673913
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,18,-0.0576548655654545
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,19,-0.205775427307692
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,20,-0.111367747557778
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,21,-0.126388023595556
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,22,-0.0779611213138889
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,23,-0.0578230190203704
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,24,-0.0867069010690909
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,25,0.00299112856551724
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,26,-0.010752208236
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,27,-0.159826551905227
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,28,-0.141096309502174
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,29,-0.0374126070957292
tBodyGyro,X,mean(),WALKING_DOWNSTAIRS,30,-0.0745591301759677
tBodyGyro,X,mean(),WALKING_UPSTAIRS,1,0.050549379754717
tBodyGyro,X,mean(),WALKING_UPSTAIRS,2,-0.0576912634583333
tBodyGyro,X,mean(),WALKING_UPSTAIRS,3,0.0721980309322034
tBodyGyro,X,mean(),WALKING_UPSTAIRS,4,0.0393825198942308
tBodyGyro,X,mean(),WALKING_UPSTAIRS,5,0.0395191121489362
tBodyGyro,X,mean(),WALKING_UPSTAIRS,6,-0.0767406825588235
tBodyGyro,X,mean(),WALKING_UPSTAIRS,7,-0.138778108029412
tBodyGyro,X,mean(),WALKING_UPSTAIRS,8,0.19270447595122
tBodyGyro,X,mean(),WALKING_UPSTAIRS,9,-0.16396719
tBodyGyro,X,mean(),WALKING_UPSTAIRS,10,0.0733447168425532
tBodyGyro,X,mean(),WALKING_UPSTAIRS,11,-0.0820909701727778
tBodyGyro,X,mean(),WALKING_UPSTAIRS,12,-0.0931234101769231
tBodyGyro,X,mean(),WALKING_UPSTAIRS,13,-0.13829376226
tBodyGyro,X,mean(),WALKING_UPSTAIRS,14,0.0813841685037037
tBodyGyro,X,mean(),WALKING_UPSTAIRS,15,0.0903340029875
tBodyGyro,X,mean(),WALKING_UPSTAIRS,16,0.0718408878078431
tBodyGyro,X,mean(),WALKING_UPSTAIRS,17,-0.0304250571395833
tBodyGyro,X,mean(),WALKING_UPSTAIRS,18,-0.0470683915017241
tBodyGyro,X,mean(),WALKING_UPSTAIRS,19,0.0388537087875
tBodyGyro,X,mean(),WALKING_UPSTAIRS,20,0.0659193258862745
tBodyGyro,X,mean(),WALKING_UPSTAIRS,21,0.062608688893617
tBodyGyro,X,mean(),WALKING_UPSTAIRS,22,0.13497880785381
tBodyGyro,X,mean(),WALKING_UPSTAIRS,23,0.0957940245941177
tBodyGyro,X,mean(),WALKING_UPSTAIRS,24,0.0883163772152542
tBodyGyro,X,mean(),WALKING_UPSTAIRS,25,0.0556121923307692
tBodyGyro,X,mean(),WALKING_UPSTAIRS,26,-0.0247950825654545
tBodyGyro,X,mean(),WALKING_UPSTAIRS,27,-0.0940344886803922
tBodyGyro,X,mean(),WALKING_UPSTAIRS,28,-0.129362970764706
tBodyGyro,X,mean(),WALKING_UPSTAIRS,29,0.0931989463020408
tBodyGyro,X,mean(),WALKING_UPSTAIRS,30,-0.00355974576923077
tBodyGyro,X,std(),LAYING,1,-0.87354386782
tBodyGyro,X,std(),LAYING,2,-0.988275232916667
tBodyGyro,X,std(),LAYING,3,-0.974545752096774
tBodyGyro,X,std(),LAYING,4,-0.973102422222222
tBodyGyro,X,std(),LAYING,5,-0.979498706538461
tBodyGyro,X,std(),LAYING,6,-0.955378225087719
tBodyGyro,X,std(),LAYING,7,-0.9601268225
tBodyGyro,X,std(),LAYING,8,-0.965204017592593
tBodyGyro,X,std(),LAYING,9,-0.9422465098
tBodyGyro,X,std(),LAYING,10,-0.961713199827586
tBodyGyro,X,std(),LAYING,11,-0.980836884561404
tBodyGyro,X,std(),LAYING,12,-0.966090742
tBodyGyro,X,std(),LAYING,13,-0.972143470322581
tBodyGyro,X,std(),LAYING,14,-0.957221015098039
tBodyGyro,X,std(),LAYING,15,-0.957167680694445
tBodyGyro,X,std(),LAYING,16,-0.977010769857143
tBodyGyro,X,std(),LAYING,17,-0.975893061830986
tBodyGyro,X,std(),LAYING,18,-0.992872598
tBodyGyro,X,std(),LAYING,19,-0.981357611445783
tBodyGyro,X,std(),LAYING,20,-0.984477414264706
tBodyGyro,X,std(),LAYING,21,-0.975411857555556
tBodyGyro,X,std(),LAYING,22,-0.956641905833333
tBodyGyro,X,std(),LAYING,23,-0.981849400972222
tBodyGyro,X,std(),LAYING,24,-0.982651720138889
tBodyGyro,X,std(),LAYING,25,-0.889769639726027
tBodyGyro,X,std(),LAYING,26,-0.990328197763158
tBodyGyro,X,std(),LAYING,27,-0.988837212162162
tBodyGyro,X,std(),LAYING,28,-0.95516227975
tBodyGyro,X,std(),LAYING,29,-0.994276591304348
tBodyGyro,X,std(),LAYING,30,-0.973662822428571
tBodyGyro,X,std(),SITTING,1,-0.977211283191489
tBodyGyro,X,std(),SITTING,2,-0.985742027826087
tBodyGyro,X,std(),SITTING,3,-0.965434768461538
tBodyGyro,X,std(),SITTING,4,-0.9701317904
tBodyGyro,X,std(),SITTING,5,-0.966225485
tBodyGyro,X,std(),SITTING,6,-0.957367681818182
tBodyGyro,X,std(),SITTING,7,-0.941870953333333
tBodyGyro,X,std(),SITTING,8,-0.984524052826087
tBodyGyro,X,std(),SITTING,9,-0.9590200492
tBodyGyro,X,std(),SITTING,10,-0.988873097222222
tBodyGyro,X,std(),SITTING,11,-0.988164911509434
tBodyGyro,X,std(),SITTING,12,-0.974425351960784
tBodyGyro,X,std(),SITTING,13,-0.985844263265306
tBodyGyro,X,std(),SITTING,14,-0.980829981481481
tBodyGyro,X,std(),SITTING,15,-0.988204115254237
tBodyGyro,X,std(),SITTING,16,-0.981037373333333
tBodyGyro,X,std(),SITTING,17,-0.98963832578125
tBodyGyro,X,std(),SITTING,18,-0.991956958947369
tBodyGyro,X,std(),SITTING,19,-0.984625306849315
tBodyGyro,X,std(),SITTING,20,-0.976309017121212
tBodyGyro,X,std(),SITTING,21,-0.988410501294118
tBodyGyro,X,std(),SITTING,22,-0.981099172419355
tBodyGyro,X,std(),SITTING,23,-0.980363734264706
tBodyGyro,X,std(),SITTING,24,-0.988111648676471
tBodyGyro,X,std(),SITTING,25,-0.989907584153846
tBodyGyro,X,std(),SITTING,26,-0.99102770051282
tBodyGyro,X,std(),SITTING,27,-0.988492425142857
tBodyGyro,X,std(),SITTING,28,-0.979671983472222
tBodyGyro,X,std(),SITTING,29,-0.990178704833333
tBodyGyro,X,std(),SITTING,30,-0.988132669516129
tBodyGyro,X,std(),STANDING,1,-0.987191946603774
tBodyGyro,X,std(),STANDING,2,-0.972998629814815
tBodyGyro,X,std(),STANDING,3,-0.900462227540984
tBodyGyro,X,std(),STANDING,4,-0.909687974464286
tBodyGyro,X,std(),STANDING,5,-0.910395222321429
tBodyGyro,X,std(),STANDING,6,-0.947561298596491
tBodyGyro,X,std(),STANDING,7,-0.94524768735849
tBodyGyro,X,std(),STANDING,8,-0.972990379814815
tBodyGyro,X,std(),STANDING,9,-0.921990612
tBodyGyro,X,std(),STANDING,10,-0.929895057954545
tBodyGyro,X,std(),STANDING,11,-0.980242494680851
tBodyGyro,X,std(),STANDING,12,-0.883655251803279
tBodyGyro,X,std(),STANDING,13,-0.955577395789474
tBodyGyro,X,std(),STANDING,14,-0.9610917615
tBodyGyro,X,std(),STANDING,15,-0.947790802075472
tBodyGyro,X,std(),STANDING,16,-0.973400107564103
tBodyGyro,X,std(),STANDING,17,-0.981373082948718
tBodyGyro,X,std(),STANDING,18,-0.962254249589041
tBodyGyro,X,std(),STANDING,19,-0.946109711917808
tBodyGyro,X,std(),STANDING,20,-0.886749172739726
tBodyGyro,X,std(),STANDING,21,-0.962514526067416
tBodyGyro,X,std(),STANDING,22,-0.917837043333333
tBodyGyro,X,std(),STANDING,23,-0.942011240294118
tBodyGyro,X,std(),STANDING,24,-0.960738660289855
tBodyGyro,X,std(),STANDING,25,-0.971357421216216
tBodyGyro,X,std(),STANDING,26,-0.973785111216216
tBodyGyro,X,std(),STANDING,27,-0.9699020075
tBodyGyro,X,std(),STANDING,28,-0.884032232405063
tBodyGyro,X,std(),STANDING,29,-0.977994819846154
tBodyGyro,X,std(),STANDING,30,-0.911408517966102
tBodyGyro,X,std(),WALKING,1,-0.473535485894737
tBodyGyro,X,std(),WALKING,2,-0.561550255762712
tBodyGyro,X,std(),WALKING,3,-0.571869560172414
tBodyGyro,X,std(),WALKING,4,-0.500916659
tBodyGyro,X,std(),WALKING,5,-0.490877497857143
tBodyGyro,X,std(),WALKING,6,-0.446020952631579
tBodyGyro,X,std(),WALKING,7,-0.503313517017544
tBodyGyro,X,std(),WALKING,8,-0.1992097184375
tBodyGyro,X,std(),WALKING,9,-0.476163506730769
tBodyGyro,X,std(),WALKING,10,-0.414205475283019
tBodyGyro,X,std(),WALKING,11,-0.596346930847458
tBodyGyro,X,std(),WALKING,12,-0.5462634706
tBodyGyro,X,std(),WALKING,13,-0.376059914210526
tBodyGyro,X,std(),WALKING,14,-0.60038822220339
tBodyGyro,X,std(),WALKING,15,-0.329624620185185
tBodyGyro,X,std(),WALKING,16,-0.654171847058824
tBodyGyro,X,std(),WALKING,17,-0.47981351295082
tBodyGyro,X,std(),WALKING,18,-0.7044397775
tBodyGyro,X,std(),WALKING,19,-0.0264357957923077
tBodyGyro,X,std(),WALKING,20,-0.23294061427451
tBodyGyro,X,std(),WALKING,21,-0.432232883846154
tBodyGyro,X,std(),WALKING,22,-0.318537865869565
tBodyGyro,X,std(),WALKING,23,-0.494322648644068
tBodyGyro,X,std(),WALKING,24,-0.580597373275862
tBodyGyro,X,std(),WALKING,25,-0.401158753783784
tBodyGyro,X,std(),WALKING,26,-0.492885711355932
tBodyGyro,X,std(),WALKING,27,-0.606860248596491
tBodyGyro,X,std(),WALKING,28,-0.503798624074074
tBodyGyro,X,std(),WALKING,29,-0.598868670943396
tBodyGyro,X,std(),WALKING,30,-0.387920593846154
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,1,-0.458030542938776
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,2,-0.320789230008511
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,3,-0.261653414014286
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,4,-0.370244695288889
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,5,-0.460646844872341
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,6,-0.19830385328125
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,7,-0.407744096
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,8,-0.258430885531579
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,9,-0.396429197952381
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,10,-0.304745377026316
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,11,-0.374069023580435
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,12,-0.362143061643478
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,13,-0.417014161553191
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,14,-0.354551638377778
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,15,-0.318692525928571
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,16,-0.45418847106383
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,17,-0.370436868891304
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,18,-0.502473033509091
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,19,0.267657219333333
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,20,-0.204939567711111
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,21,-0.442148617666667
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,22,-0.237349190997222
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,23,-0.416133032777778
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,24,-0.431919067945455
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,25,-0.288824754586207
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,26,-0.33131291446
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,27,-0.363722908386364
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,28,-0.268106330991304
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,29,-0.282077257508333
tBodyGyro,X,std(),WALKING_DOWNSTAIRS,30,-0.265923160895161
tBodyGyro,X,std(),WALKING_UPSTAIRS,1,-0.544871104528302
tBodyGyro,X,std(),WALKING_UPSTAIRS,2,-0.439253058958333
tBodyGyro,X,std(),WALKING_UPSTAIRS,3,-0.456039262525424
tBodyGyro,X,std(),WALKING_UPSTAIRS,4,-0.454431043269231
tBodyGyro,X,std(),WALKING_UPSTAIRS,5,-0.443342262340425
tBodyGyro,X,std(),WALKING_UPSTAIRS,6,-0.321973723647059
tBodyGyro,X,std(),WALKING_UPSTAIRS,7,-0.363853236862745
tBodyGyro,X,std(),WALKING_UPSTAIRS,8,-0.367428367219512
tBodyGyro,X,std(),WALKING_UPSTAIRS,9,-0.343976630734694
tBodyGyro,X,std(),WALKING_UPSTAIRS,10,-0.308534708121277
tBodyGyro,X,std(),WALKING_UPSTAIRS,11,-0.501331630185185
tBodyGyro,X,std(),WALKING_UPSTAIRS,12,-0.526659296134615
tBodyGyro,X,std(),WALKING_UPSTAIRS,13,-0.541066687090909
tBodyGyro,X,std(),WALKING_UPSTAIRS,14,-0.454283337592593
tBodyGyro,X,std(),WALKING_UPSTAIRS,15,-0.415251317916667
tBodyGyro,X,std(),WALKING_UPSTAIRS,16,-0.508087166666667
tBodyGyro,X,std(),WALKING_UPSTAIRS,17,-0.496562732729167
tBodyGyro,X,std(),WALKING_UPSTAIRS,18,-0.593841504137931
tBodyGyro,X,std(),WALKING_UPSTAIRS,19,-0.4068000325
tBodyGyro,X,std(),WALKING_UPSTAIRS,20,-0.492701193921569
tBodyGyro,X,std(),WALKING_UPSTAIRS,21,-0.53190941893617
tBodyGyro,X,std(),WALKING_UPSTAIRS,22,-0.301491709628571
tBodyGyro,X,std(),WALKING_UPSTAIRS,23,-0.550664576666667
tBodyGyro,X,std(),WALKING_UPSTAIRS,24,-0.577426408813559
